ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
2819;pizza;10;Rio Grande do Sul;assada;25/12/2022;PIX
2820;frango com cream cheese;20;Santa Catarina;frita;29/11/2022;PIX
2821;calabresa com cream cheese;22;Minas Gerais;frita;14/11/2022;CRÉDITO
2822;pizza;10;Bahia;frita;07/03/2020;DINHEIRO
2823;frango com cream cheese;20;Rio Grande do Sul;assada;26/04/2024;DÉBITO
2824;carne com cream cheese;21;Santa Catarina;frita;17/11/2024;PIX
2825;frango;11;São Paulo;frita;30/01/2020;CRÉDITO
2826;calabresa com cream cheese;22;Maranhão;frita;27/11/2023;PIX
2827;calabresa com cream cheese;22;São Paulo;frita;23/07/2019;DÉBITO
2828;frango;11;Rio de Janeiro;assada;20/03/2021;PIX
2829;calabresa com queijo;15;Bahia;frita;07/04/2022;CRÉDITO
2830;calabresa com cream cheese;22;Rio Grande do Sul;assada;04/12/2022;CRÉDITO
2831;carne;12;Santa Catarina;frita;10/04/2020;DINHEIRO
2832;carne;12;Alagoas;frita;17/03/2018;PIX
2833;carne;12;Rio de Janeiro;assada;21/04/2018;DÉBITO
2834;calabresa com queijo;15;Alagoas;frita;26/03/2021;DÉBITO
2835;calabresa;9;Minas Gerais;frita;16/07/2022;DINHEIRO
2836;calabresa com queijo;15;Bahia;assada;18/09/2024;DINHEIRO
2837;carne com queijo;17;Rio de Janeiro;assada;03/03/2024;DINHEIRO
2838;frango;11;Santa Catarina;assada;02/09/2018;DINHEIRO
2839;frango;11;Rio de Janeiro;frita;20/01/2023;PIX
2840;calabresa com queijo;15;São Paulo;frita;15/06/2020;DINHEIRO
2841;carne;12;Maranhão;frita;04/12/2020;PIX
2842;carne;12;Ceará;frita;09/12/2024;CRÉDITO
2843;calabresa;9;Alagoas;frita;12/03/2020;DINHEIRO
2844;frango com queijo;16;Maranhão;assada;08/08/2021;DINHEIRO
2845;carne com cream cheese;21;São Paulo;frita;20/12/2020;PIX
2846;frango com cream cheese;20;Alagoas;assada;24/06/2021;DÉBITO
2847;frango com cream cheese;20;Maranhão;frita;04/02/2022;CRÉDITO
2848;frango com cream cheese;20;Ceará;frita;26/10/2022;PIX
2849;pizza;10;Santa Catarina;frita;02/12/2022;PIX
2850;frango com queijo;16;São Paulo;frita;14/05/2018;DINHEIRO
2851;calabresa com cream cheese;22;Ceará;assada;23/10/2020;DÉBITO
2852;frango;11;Minas Gerais;frita;26/01/2019;CRÉDITO
2853;frango com cream cheese;20;Maranhão;frita;01/02/2021;CRÉDITO
2854;carne com queijo;17;Alagoas;frita;08/07/2019;DÉBITO
2855;carne com queijo;17;Santa Catarina;frita;29/02/2024;DINHEIRO
2856;calabresa com cream cheese;22;São Paulo;assada;23/03/2018;DÉBITO
2857;calabresa com cream cheese;22;Maranhão;frita;25/01/2020;CRÉDITO
2858;frango com queijo;16;Bahia;frita;22/08/2018;CRÉDITO
2859;frango com cream cheese;20;Rio Grande do Sul;assada;25/05/2019;DÉBITO
2860;pizza;10;Minas Gerais;assada;06/06/2021;DÉBITO
2861;carne;12;São Paulo;frita;22/04/2019;DÉBITO
2862;carne com queijo;17;Rio de Janeiro;frita;11/07/2023;DÉBITO
2863;carne com queijo;17;Minas Gerais;frita;01/02/2020;DINHEIRO
2864;frango com queijo;16;Santa Catarina;assada;02/02/2018;DINHEIRO
2865;calabresa com cream cheese;22;Santa Catarina;frita;26/06/2024;DÉBITO
2866;calabresa com cream cheese;22;Bahia;assada;23/05/2022;DINHEIRO
2867;pizza;10;Bahia;frita;30/06/2023;DÉBITO
2868;calabresa com cream cheese;22;Maranhão;frita;01/05/2019;DÉBITO
2869;carne com queijo;17;Maranhão;assada;26/04/2020;DÉBITO
2870;carne com queijo;17;Mato Grosso do Sul;frita;19/04/2024;PIX
2871;frango com queijo;16;Bahia;assada;22/10/2024;DINHEIRO
2872;frango;11;Santa Catarina;assada;17/06/2024;CRÉDITO
2873;carne com queijo;17;Rio Grande do Sul;assada;18/04/2023;DINHEIRO
2874;calabresa;9;Bahia;assada;09/03/2020;DÉBITO
2875;carne com cream cheese;21;Alagoas;assada;12/05/2018;DINHEIRO
2876;pizza;10;Rio de Janeiro;assada;06/09/2020;CRÉDITO
2877;carne com cream cheese;21;Minas Gerais;frita;26/04/2022;DINHEIRO
2878;frango;11;Mato Grosso do Sul;frita;08/10/2020;DINHEIRO
2879;calabresa com queijo;15;Alagoas;assada;24/09/2023;DÉBITO
2880;carne com queijo;17;Rio de Janeiro;frita;09/05/2019;PIX
2881;calabresa com cream cheese;22;Maranhão;frita;06/08/2018;PIX
2882;carne;12;Alagoas;frita;29/06/2018;CRÉDITO
2883;frango;11;Maranhão;assada;02/10/2024;DÉBITO
2884;carne com queijo;17;Ceará;frita;11/12/2019;DINHEIRO
2885;carne;12;Mato Grosso do Sul;frita;16/03/2020;DINHEIRO
2886;carne com cream cheese;21;Minas Gerais;frita;13/09/2020;DÉBITO
2887;carne;12;Rio de Janeiro;assada;08/01/2021;DÉBITO
2888;calabresa com queijo;15;Ceará;assada;18/10/2021;DINHEIRO
2889;frango com queijo;16;Rio de Janeiro;assada;25/07/2018;DÉBITO
2890;carne com queijo;17;Rio Grande do Sul;frita;22/07/2018;PIX
2891;pizza;10;São Paulo;frita;20/10/2020;DINHEIRO
2892;carne com cream cheese;21;Alagoas;assada;31/10/2024;CRÉDITO
2893;frango com queijo;16;Rio de Janeiro;assada;06/05/2023;DÉBITO
2894;frango com queijo;16;Ceará;frita;02/10/2024;DINHEIRO
2895;carne com queijo;17;Ceará;frita;23/01/2020;DÉBITO
2896;calabresa com cream cheese;22;Maranhão;frita;16/06/2018;PIX
2897;calabresa com queijo;15;Santa Catarina;frita;28/12/2024;DINHEIRO
2898;carne;12;Rio Grande do Sul;assada;04/08/2020;CRÉDITO
2899;frango com cream cheese;20;Bahia;frita;06/09/2018;DINHEIRO
2900;pizza;10;Rio Grande do Sul;frita;17/11/2018;DINHEIRO
2901;carne;12;Mato Grosso do Sul;frita;05/12/2022;PIX
2902;calabresa;9;Rio de Janeiro;assada;16/01/2018;DÉBITO
2903;carne com cream cheese;21;Rio Grande do Sul;assada;14/04/2018;CRÉDITO
2904;carne com cream cheese;21;Minas Gerais;assada;08/01/2018;PIX
2905;frango com queijo;16;Santa Catarina;frita;27/12/2022;CRÉDITO
2906;frango com cream cheese;20;Minas Gerais;frita;21/08/2023;DINHEIRO
2907;frango;11;Maranhão;assada;27/11/2019;DÉBITO
2908;frango;11;Ceará;frita;30/10/2018;PIX
2909;calabresa com cream cheese;22;Maranhão;assada;23/01/2020;CRÉDITO
2910;frango;11;Ceará;assada;24/03/2022;CRÉDITO
2911;calabresa;9;Bahia;assada;03/10/2018;PIX
2912;frango com queijo;16;Rio de Janeiro;frita;01/07/2019;PIX
2913;frango;11;Maranhão;frita;07/05/2019;DÉBITO
2914;frango com queijo;16;Mato Grosso do Sul;assada;02/10/2019;DINHEIRO
2915;calabresa com queijo;15;Rio Grande do Sul;assada;10/02/2021;CRÉDITO
2916;frango;11;Alagoas;assada;12/07/2022;DÉBITO
2917;calabresa com queijo;15;Ceará;frita;09/03/2019;DINHEIRO
2918;calabresa com cream cheese;22;Rio de Janeiro;assada;08/08/2021;DINHEIRO
2919;calabresa;9;Rio Grande do Sul;frita;09/11/2020;DINHEIRO
2920;frango;11;Rio Grande do Sul;assada;14/02/2018;DÉBITO
2921;frango com queijo;16;Santa Catarina;frita;16/01/2022;DÉBITO
2922;frango com queijo;16;Mato Grosso do Sul;frita;30/01/2020;CRÉDITO
2923;carne com queijo;17;São Paulo;frita;08/11/2022;PIX
2924;frango com queijo;16;Maranhão;assada;22/01/2018;DÉBITO
2925;calabresa com cream cheese;22;Santa Catarina;frita;28/01/2019;DINHEIRO
2926;carne com queijo;17;Minas Gerais;frita;21/11/2024;DINHEIRO
2927;carne com cream cheese;21;Alagoas;assada;09/12/2021;CRÉDITO
2928;pizza;10;Mato Grosso do Sul;frita;18/03/2018;PIX
2929;frango;11;Alagoas;frita;25/11/2019;CRÉDITO
2930;frango;11;Alagoas;assada;06/07/2021;CRÉDITO
2931;frango;11;Santa Catarina;assada;24/10/2023;PIX
2932;frango com cream cheese;20;Ceará;assada;25/04/2020;CRÉDITO
2933;carne com queijo;17;Alagoas;frita;02/05/2018;PIX
2934;frango com cream cheese;20;Maranhão;assada;19/07/2020;PIX
2935;carne com queijo;17;Minas Gerais;frita;05/10/2018;CRÉDITO
2936;calabresa;9;São Paulo;frita;06/07/2024;CRÉDITO
2937;frango;11;Santa Catarina;frita;03/09/2023;PIX
2938;frango com cream cheese;20;Santa Catarina;assada;20/07/2018;DINHEIRO
2939;calabresa com cream cheese;22;Bahia;assada;28/06/2018;DINHEIRO
2940;frango;11;Bahia;assada;10/09/2020;DINHEIRO
2941;calabresa;9;Santa Catarina;assada;10/01/2019;PIX
2942;calabresa com cream cheese;22;Rio Grande do Sul;assada;05/07/2018;CRÉDITO
2943;calabresa com cream cheese;22;Rio de Janeiro;frita;10/05/2021;DINHEIRO
2944;pizza;10;Mato Grosso do Sul;frita;30/01/2023;CRÉDITO
2945;calabresa;9;Minas Gerais;frita;01/04/2022;DINHEIRO
2946;frango com cream cheese;20;Ceará;frita;31/08/2020;CRÉDITO
2947;carne;12;Maranhão;assada;18/10/2023;PIX
2948;frango;11;Mato Grosso do Sul;frita;21/07/2024;DINHEIRO
2949;pizza;10;Bahia;frita;14/09/2023;CRÉDITO
2950;calabresa;9;São Paulo;frita;03/07/2020;DINHEIRO
2951;frango com queijo;16;Ceará;assada;16/11/2022;DÉBITO
2952;calabresa com cream cheese;22;Rio Grande do Sul;frita;07/01/2022;DÉBITO
2953;pizza;10;Rio de Janeiro;assada;03/03/2022;PIX
2954;calabresa;9;Minas Gerais;frita;17/01/2019;DÉBITO
2955;frango;11;Alagoas;frita;13/07/2019;DÉBITO
2956;frango;11;Maranhão;assada;10/02/2018;CRÉDITO
2957;calabresa com queijo;15;Bahia;assada;06/02/2021;DÉBITO
2958;carne;12;São Paulo;frita;04/03/2019;PIX
2959;frango com cream cheese;20;Maranhão;assada;25/12/2023;PIX
2960;calabresa com queijo;15;Maranhão;assada;12/05/2018;DÉBITO
2961;calabresa;9;Rio Grande do Sul;frita;07/09/2024;DÉBITO
2962;carne com cream cheese;21;Mato Grosso do Sul;frita;09/08/2021;CRÉDITO
2963;calabresa com queijo;15;Ceará;assada;16/02/2021;CRÉDITO
2964;frango com queijo;16;Bahia;frita;22/10/2024;PIX
2965;pizza;10;Rio Grande do Sul;frita;13/01/2018;DÉBITO
2966;frango com queijo;16;Rio de Janeiro;frita;23/06/2023;DINHEIRO
2967;carne;12;Ceará;frita;26/06/2019;DÉBITO
2968;carne com queijo;17;Bahia;assada;07/03/2022;CRÉDITO
2969;carne;12;Rio de Janeiro;assada;11/06/2023;PIX
2970;calabresa;9;Bahia;assada;03/10/2018;DÉBITO
2971;carne;12;Maranhão;frita;24/08/2024;PIX
2972;pizza;10;Maranhão;frita;15/11/2021;DINHEIRO
2973;calabresa com queijo;15;Minas Gerais;frita;22/11/2020;CRÉDITO
2974;frango com cream cheese;20;São Paulo;frita;27/08/2023;DÉBITO
2975;carne com queijo;17;Minas Gerais;frita;17/10/2020;DÉBITO
2976;frango com cream cheese;20;Minas Gerais;assada;23/05/2023;DINHEIRO
2977;frango com queijo;16;Minas Gerais;frita;22/02/2022;DINHEIRO
2978;calabresa com cream cheese;22;São Paulo;frita;22/09/2020;DÉBITO
2979;calabresa;9;Mato Grosso do Sul;assada;19/11/2019;PIX
2980;carne com queijo;17;Rio de Janeiro;frita;17/06/2021;CRÉDITO
2981;frango com cream cheese;20;Minas Gerais;assada;30/11/2022;PIX
2982;carne com queijo;17;Alagoas;frita;17/07/2019;DINHEIRO
2983;calabresa com queijo;15;Minas Gerais;assada;31/08/2018;DINHEIRO
2984;carne com queijo;17;Alagoas;assada;29/02/2020;PIX
2985;calabresa com cream cheese;22;Rio Grande do Sul;assada;20/09/2022;PIX
2986;frango com cream cheese;20;São Paulo;assada;28/10/2024;DINHEIRO
2987;calabresa com queijo;15;Rio Grande do Sul;frita;09/10/2022;DÉBITO
2988;frango;11;Bahia;assada;07/08/2024;CRÉDITO
2989;carne com queijo;17;São Paulo;assada;21/07/2024;PIX
2990;carne com queijo;17;Mato Grosso do Sul;frita;19/01/2018;CRÉDITO
2991;carne;12;São Paulo;frita;02/05/2021;PIX
2992;frango com cream cheese;20;Rio Grande do Sul;frita;04/04/2023;DINHEIRO
2993;frango com queijo;16;Rio de Janeiro;frita;15/10/2024;PIX
2994;calabresa com cream cheese;22;Ceará;frita;13/02/2024;DÉBITO
2995;frango;11;Minas Gerais;frita;05/02/2018;CRÉDITO
2996;frango com cream cheese;20;Ceará;assada;07/06/2023;PIX
2997;pizza;10;Rio de Janeiro;frita;04/10/2021;DINHEIRO
2998;frango;11;Rio de Janeiro;assada;12/06/2021;CRÉDITO
2999;calabresa com cream cheese;22;Bahia;assada;17/02/2020;CRÉDITO
3000;frango com cream cheese;20;Rio Grande do Sul;frita;13/12/2023;DINHEIRO
3001;calabresa com cream cheese;22;Minas Gerais;frita;21/04/2019;PIX
3002;frango;11;Ceará;assada;03/04/2023;DINHEIRO
3003;pizza;10;Santa Catarina;assada;14/05/2020;DINHEIRO
3004;pizza;10;Alagoas;assada;16/10/2019;DÉBITO
3005;frango com cream cheese;20;Ceará;frita;06/06/2024;CRÉDITO
3006;calabresa com queijo;15;Ceará;frita;05/12/2021;CRÉDITO
3007;pizza;10;São Paulo;frita;12/12/2021;PIX
3008;frango com queijo;16;Minas Gerais;assada;30/06/2022;CRÉDITO
3009;calabresa com queijo;15;Ceará;frita;11/10/2019;CRÉDITO
3010;calabresa;9;Minas Gerais;assada;30/07/2018;CRÉDITO
3011;frango;11;Alagoas;frita;24/12/2024;PIX
3012;carne com cream cheese;21;Minas Gerais;frita;27/12/2019;DINHEIRO
3013;frango com queijo;16;Bahia;frita;29/06/2018;PIX
3014;carne com queijo;17;Rio de Janeiro;frita;13/03/2022;PIX
3015;calabresa;9;Ceará;assada;06/05/2018;CRÉDITO
3016;calabresa;9;Bahia;frita;08/12/2020;PIX
3017;pizza;10;Rio de Janeiro;assada;01/08/2019;DINHEIRO
3018;carne com queijo;17;Minas Gerais;assada;11/04/2022;PIX
3019;frango com cream cheese;20;Santa Catarina;assada;24/12/2019;DÉBITO
3020;carne;12;Minas Gerais;assada;26/01/2020;CRÉDITO
3021;calabresa;9;São Paulo;frita;19/04/2018;DINHEIRO
3022;calabresa com cream cheese;22;Rio Grande do Sul;frita;05/01/2023;DINHEIRO
3023;carne;12;Rio Grande do Sul;frita;19/06/2020;DÉBITO
3024;calabresa;9;Santa Catarina;frita;06/08/2022;CRÉDITO
3025;calabresa;9;São Paulo;frita;15/02/2018;CRÉDITO
3026;frango com queijo;16;Minas Gerais;frita;24/08/2022;PIX
3027;calabresa com queijo;15;Mato Grosso do Sul;frita;29/11/2018;CRÉDITO
3028;calabresa;9;Mato Grosso do Sul;assada;09/09/2022;DÉBITO
3029;frango com cream cheese;20;Santa Catarina;assada;14/04/2022;DINHEIRO
3030;calabresa;9;Santa Catarina;assada;04/12/2024;CRÉDITO
3031;frango com queijo;16;São Paulo;assada;21/06/2018;CRÉDITO
3032;carne com queijo;17;Rio de Janeiro;assada;17/10/2024;PIX
3033;pizza;10;São Paulo;assada;16/03/2020;DINHEIRO
3034;carne com cream cheese;21;Maranhão;assada;07/01/2018;CRÉDITO
3035;frango;11;Rio Grande do Sul;frita;23/11/2022;DINHEIRO
3036;carne;12;Rio de Janeiro;frita;24/08/2024;PIX
3037;frango com queijo;16;São Paulo;assada;06/06/2024;CRÉDITO
3038;calabresa com queijo;15;Santa Catarina;assada;23/07/2021;CRÉDITO
3039;frango com queijo;16;Alagoas;assada;13/10/2018;CRÉDITO
3040;carne com queijo;17;Minas Gerais;frita;05/04/2019;DINHEIRO
3041;carne com queijo;17;Alagoas;frita;15/02/2021;DÉBITO
3042;carne com queijo;17;Maranhão;assada;27/06/2023;DÉBITO
3043;frango com queijo;16;São Paulo;frita;09/01/2022;CRÉDITO
3044;calabresa;9;Santa Catarina;frita;01/05/2022;DINHEIRO
3045;frango;11;Mato Grosso do Sul;assada;04/11/2021;DINHEIRO
3046;calabresa com cream cheese;22;Rio Grande do Sul;frita;28/02/2018;DÉBITO
3047;frango com queijo;16;Santa Catarina;assada;08/12/2019;CRÉDITO
3048;carne com queijo;17;Alagoas;assada;17/02/2019;DÉBITO
3049;calabresa;9;Mato Grosso do Sul;assada;17/03/2021;DINHEIRO
3050;pizza;10;Mato Grosso do Sul;assada;01/03/2022;PIX
3051;carne;12;Santa Catarina;frita;29/05/2022;PIX
3052;calabresa com queijo;15;Rio de Janeiro;frita;12/04/2020;DÉBITO
3053;carne com queijo;17;Santa Catarina;assada;11/10/2023;DÉBITO
3054;frango com queijo;16;Ceará;frita;12/10/2021;PIX
3055;calabresa com queijo;15;Mato Grosso do Sul;frita;31/01/2023;PIX
3056;calabresa com queijo;15;Minas Gerais;assada;07/11/2023;PIX
3057;calabresa com queijo;15;Alagoas;frita;30/11/2023;PIX
3058;carne com queijo;17;Alagoas;frita;07/05/2022;DINHEIRO
3059;calabresa com queijo;15;São Paulo;assada;29/09/2024;DINHEIRO
3060;calabresa com queijo;15;Rio Grande do Sul;assada;06/06/2018;DINHEIRO
3061;carne com cream cheese;21;Rio Grande do Sul;assada;21/12/2020;DÉBITO
3062;frango;11;Alagoas;frita;08/01/2022;DINHEIRO
3063;calabresa com queijo;15;Rio Grande do Sul;frita;13/03/2019;DINHEIRO
3064;calabresa com queijo;15;Minas Gerais;frita;28/06/2022;PIX
3065;pizza;10;São Paulo;frita;13/04/2018;DÉBITO
3066;calabresa com cream cheese;22;Ceará;frita;22/11/2020;CRÉDITO
3067;calabresa com cream cheese;22;Alagoas;assada;13/09/2018;PIX
3068;calabresa;9;Mato Grosso do Sul;frita;06/06/2019;DINHEIRO
3069;calabresa;9;Ceará;frita;17/01/2019;PIX
3070;pizza;10;Rio de Janeiro;assada;29/01/2020;PIX
3071;frango com cream cheese;20;Maranhão;assada;15/08/2020;CRÉDITO
3072;pizza;10;São Paulo;frita;29/04/2023;DINHEIRO
3073;frango com cream cheese;20;Santa Catarina;assada;16/10/2024;CRÉDITO
3074;frango;11;Rio de Janeiro;assada;16/09/2023;DINHEIRO
3075;frango com queijo;16;Mato Grosso do Sul;frita;30/01/2018;DÉBITO
3076;carne com cream cheese;21;São Paulo;assada;16/10/2018;PIX
3077;frango com queijo;16;Bahia;assada;27/05/2024;DINHEIRO
3078;frango com queijo;16;Minas Gerais;assada;01/03/2023;DÉBITO
3079;carne com queijo;17;Maranhão;assada;08/07/2018;DÉBITO
3080;carne;12;Mato Grosso do Sul;assada;02/11/2023;DÉBITO
3081;carne com queijo;17;Minas Gerais;assada;18/03/2018;CRÉDITO
3082;frango;11;Maranhão;assada;06/01/2021;CRÉDITO
3083;frango;11;Rio Grande do Sul;frita;26/12/2019;DINHEIRO
3084;frango;11;Rio Grande do Sul;frita;28/07/2020;DÉBITO
3085;frango com cream cheese;20;São Paulo;assada;11/11/2024;CRÉDITO
3086;calabresa com cream cheese;22;Rio de Janeiro;assada;07/01/2020;PIX
3087;carne;12;São Paulo;frita;22/02/2022;PIX
3088;calabresa com cream cheese;22;Rio Grande do Sul;frita;15/11/2023;PIX
3089;calabresa com queijo;15;Bahia;assada;14/11/2021;DÉBITO
3090;frango com cream cheese;20;Rio de Janeiro;assada;20/10/2022;PIX
3091;frango com queijo;16;Rio Grande do Sul;frita;18/10/2019;DÉBITO
3092;carne com queijo;17;Rio Grande do Sul;assada;11/03/2023;PIX
3093;calabresa;9;Alagoas;assada;10/03/2018;CRÉDITO
3094;pizza;10;Mato Grosso do Sul;frita;21/01/2018;DÉBITO
3095;frango;11;Santa Catarina;assada;01/04/2022;DÉBITO
3096;calabresa;9;Mato Grosso do Sul;frita;06/07/2022;DÉBITO
3097;pizza;10;Rio de Janeiro;frita;03/04/2020;DÉBITO
3098;frango;11;Bahia;frita;18/01/2024;CRÉDITO
3099;carne;12;Alagoas;assada;31/12/2022;DINHEIRO
3100;frango;11;Maranhão;frita;08/01/2020;CRÉDITO
3101;frango;11;Ceará;assada;10/11/2023;PIX
3102;calabresa;9;São Paulo;frita;05/05/2022;PIX
3103;calabresa com queijo;15;Rio de Janeiro;assada;17/02/2020;CRÉDITO
3104;frango;11;Santa Catarina;frita;28/01/2019;DÉBITO
3105;carne com queijo;17;São Paulo;assada;27/03/2022;CRÉDITO
3106;calabresa;9;Ceará;assada;26/04/2022;DÉBITO
3107;calabresa com queijo;15;Minas Gerais;frita;01/05/2019;DINHEIRO
3108;carne com cream cheese;21;Ceará;assada;23/06/2018;PIX
3109;carne com queijo;17;Ceará;assada;17/10/2021;DINHEIRO
3110;frango com queijo;16;Bahia;frita;21/07/2024;PIX
3111;calabresa;9;Minas Gerais;assada;27/02/2023;PIX
3112;frango com cream cheese;20;Rio de Janeiro;assada;05/01/2021;DINHEIRO
3113;carne com queijo;17;Bahia;frita;12/12/2023;DÉBITO
3114;calabresa com cream cheese;22;Mato Grosso do Sul;frita;07/03/2024;PIX
3115;calabresa;9;Bahia;frita;21/06/2019;DÉBITO
3116;calabresa;9;São Paulo;assada;17/11/2022;PIX
3117;frango com cream cheese;20;Mato Grosso do Sul;frita;04/05/2019;CRÉDITO
3118;frango com cream cheese;20;Ceará;frita;14/06/2020;CRÉDITO
3119;frango com queijo;16;Alagoas;assada;18/03/2023;DÉBITO
3120;calabresa com cream cheese;22;Bahia;frita;02/10/2024;CRÉDITO
3121;frango;11;Santa Catarina;frita;07/01/2020;PIX
3122;pizza;10;Mato Grosso do Sul;frita;01/10/2020;DINHEIRO
3123;carne com queijo;17;Mato Grosso do Sul;assada;22/04/2019;PIX
3124;carne com queijo;17;Santa Catarina;frita;09/03/2024;DINHEIRO
3125;calabresa com queijo;15;Santa Catarina;assada;27/02/2021;DÉBITO
3126;calabresa;9;Alagoas;assada;23/12/2022;PIX
3127;carne com queijo;17;Mato Grosso do Sul;assada;07/12/2023;PIX
3128;calabresa com cream cheese;22;Santa Catarina;assada;01/06/2020;CRÉDITO
3129;pizza;10;Rio Grande do Sul;frita;17/01/2020;PIX
3130;calabresa com queijo;15;Mato Grosso do Sul;frita;16/07/2023;PIX
3131;carne com cream cheese;21;Bahia;frita;05/09/2019;PIX
3132;calabresa com cream cheese;22;Minas Gerais;assada;25/11/2018;PIX
3133;carne com queijo;17;Maranhão;frita;22/03/2023;CRÉDITO
3134;frango com queijo;16;Mato Grosso do Sul;frita;19/07/2022;CRÉDITO
3135;pizza;10;Ceará;assada;11/07/2019;DÉBITO
3136;carne com queijo;17;São Paulo;frita;19/09/2024;DÉBITO
3137;frango;11;Rio de Janeiro;assada;30/05/2020;DÉBITO
3138;carne com queijo;17;Minas Gerais;frita;11/07/2022;PIX
3139;frango com cream cheese;20;São Paulo;assada;30/06/2021;DÉBITO
3140;carne com cream cheese;21;Ceará;frita;28/02/2018;DÉBITO
3141;frango;11;Rio de Janeiro;assada;31/01/2020;CRÉDITO
3142;calabresa com cream cheese;22;São Paulo;frita;08/03/2022;DINHEIRO
3143;calabresa com cream cheese;22;São Paulo;frita;22/02/2020;DINHEIRO
3144;carne com queijo;17;Alagoas;assada;27/11/2022;DÉBITO
3145;calabresa com queijo;15;Santa Catarina;assada;08/12/2020;DINHEIRO
3146;frango com cream cheese;20;Ceará;frita;07/06/2023;PIX
3147;carne com queijo;17;Santa Catarina;frita;07/08/2019;DINHEIRO
3148;pizza;10;São Paulo;frita;06/04/2021;CRÉDITO
3149;calabresa com queijo;15;Minas Gerais;frita;01/06/2019;DÉBITO
3150;calabresa com queijo;15;Ceará;assada;13/10/2024;DINHEIRO
3151;calabresa com cream cheese;22;Bahia;assada;23/11/2020;DÉBITO
3152;carne;12;Santa Catarina;frita;28/04/2024;CRÉDITO
3153;pizza;10;Rio Grande do Sul;frita;16/12/2023;PIX
3154;frango com queijo;16;Minas Gerais;assada;13/10/2018;DÉBITO
3155;calabresa com queijo;15;Minas Gerais;assada;28/02/2020;DÉBITO
3156;frango com queijo;16;Santa Catarina;assada;17/02/2018;PIX
3157;calabresa com queijo;15;Rio Grande do Sul;assada;16/02/2023;CRÉDITO
3158;frango com queijo;16;Rio de Janeiro;frita;28/11/2018;DÉBITO
3159;calabresa com queijo;15;Ceará;frita;05/06/2019;PIX
3160;carne com queijo;17;Rio Grande do Sul;assada;13/12/2021;PIX
3161;carne com queijo;17;Ceará;frita;15/07/2024;DÉBITO
3162;calabresa com queijo;15;São Paulo;frita;28/07/2021;PIX
3163;pizza;10;Rio Grande do Sul;frita;08/06/2018;PIX
3164;calabresa;9;Rio Grande do Sul;frita;05/07/2024;CRÉDITO
3165;frango com queijo;16;Santa Catarina;assada;27/06/2018;CRÉDITO
3166;frango com cream cheese;20;Santa Catarina;frita;12/08/2020;DINHEIRO
3167;calabresa;9;Bahia;frita;05/02/2020;DINHEIRO
3168;calabresa;9;Santa Catarina;frita;25/09/2021;PIX
3169;carne com queijo;17;Mato Grosso do Sul;assada;09/01/2021;DÉBITO
3170;calabresa;9;Santa Catarina;assada;19/07/2023;CRÉDITO
3171;carne com queijo;17;Minas Gerais;assada;28/10/2024;DÉBITO
3172;pizza;10;Mato Grosso do Sul;assada;12/10/2020;DINHEIRO
3173;carne;12;Rio Grande do Sul;assada;20/02/2023;PIX
3174;frango com cream cheese;20;Rio Grande do Sul;assada;22/12/2018;DÉBITO
3175;frango com cream cheese;20;Rio de Janeiro;frita;22/02/2024;PIX
3176;carne;12;Minas Gerais;assada;23/08/2019;CRÉDITO
3177;carne com cream cheese;21;Minas Gerais;frita;30/07/2022;PIX
3178;carne com cream cheese;21;Santa Catarina;assada;22/02/2022;PIX
3179;frango com cream cheese;20;Bahia;frita;30/07/2024;DINHEIRO
3180;calabresa com cream cheese;22;Rio de Janeiro;frita;09/12/2022;CRÉDITO
3181;carne com cream cheese;21;Rio Grande do Sul;frita;22/02/2022;DINHEIRO
3182;frango;11;Bahia;frita;23/05/2022;CRÉDITO
3183;carne com queijo;17;São Paulo;frita;27/11/2021;DÉBITO
3184;carne;12;Rio Grande do Sul;frita;24/04/2022;DINHEIRO
3185;frango com queijo;16;Mato Grosso do Sul;assada;18/06/2021;PIX
3186;frango;11;Maranhão;frita;07/08/2023;DÉBITO
3187;frango com queijo;16;Ceará;assada;23/05/2023;DÉBITO
3188;frango com cream cheese;20;São Paulo;frita;02/02/2019;DÉBITO
3189;frango;11;Rio de Janeiro;frita;29/05/2021;DINHEIRO
3190;calabresa com cream cheese;22;Maranhão;frita;03/03/2018;DÉBITO
3191;calabresa;9;Rio Grande do Sul;frita;23/05/2018;DINHEIRO
3192;carne com queijo;17;Mato Grosso do Sul;assada;11/12/2022;DINHEIRO
3193;calabresa com queijo;15;Rio de Janeiro;assada;22/10/2019;DÉBITO
3194;carne com queijo;17;Alagoas;assada;12/10/2021;CRÉDITO
3195;frango;11;Ceará;assada;08/02/2021;CRÉDITO
3196;carne;12;Alagoas;frita;24/11/2018;PIX
3197;calabresa com queijo;15;São Paulo;frita;25/06/2019;PIX
3198;calabresa;9;Bahia;assada;05/03/2018;DÉBITO
3199;calabresa com queijo;15;Maranhão;frita;20/07/2021;PIX
3200;carne com cream cheese;21;Bahia;frita;18/06/2021;DINHEIRO
3201;pizza;10;Mato Grosso do Sul;assada;08/07/2018;DINHEIRO
3202;calabresa;9;Alagoas;frita;26/02/2020;PIX
3203;frango com queijo;16;Ceará;assada;24/11/2024;PIX
3204;frango;11;Ceará;frita;06/07/2021;CRÉDITO
